Date,DIG_Price,HCM_Price,HPG_Price,MBB_Price,MWG_Price,PVD_Price,SBT_Price,VCG_Price,VNM_Price,VOS_Price
9/1/2019,1.039516058,14.83343541,-1.132712294,6.38868534,7.576440168,-2.717644329,7.864919256,0,6.956210333,-15.56533097
10/1/2019,-7.888561902,-6.370871125,-0.68583756,0.873627228,-1.198066561,-10.13926405,4.91894817,2.246188185,0.230532321,-7.087433959
11/1/2019,-2.264650183,2.597253588,4.703873425,-3.766038846,-13.37461954,-5.967280035,-0.267379838,0.367503501,-6.761790979,-7.020425867
12/1/2019,5.205410376,-6.8900777,2.805425137,-6.287941998,4.483775191,-2.622845755,-1.07541266,-0.742420794,-3.350788593,0
1/1/2020,-13.14627634,-10.35470488,2.520577323,0,-2.847375039,-12.36084165,0.270266889,-6.127232335,-7.115007484,-4.335044087
2/1/2020,3.651547147,-11.55083558,-7.538882254,-1.941274634,-3.957469825,-12.39167073,15.45361798,-1.192264496,-3.756127668,-0.634922768
3/1/2020,-19.27271953,-43.05691812,-28.24640131,-40.91480257,-59.23115595,-55.43161447,-53.34071735,-2.021468011,-13.83182614,-23.59642397
4/1/2020,8.781003044,39.19250068,24.36945799,16.30730681,32.72289368,30.42158626,7.944191072,5.556445796,8.425559183,12.1360857
5/1/2020,6.840169337,13.05057208,24.24935065,7.544840736,3.488573041,14.71023674,8.031936378,-3.13813896,14.9804758,2.817087697
6/1/2020,1.232911763,-2.423119809,-2.214505486,-3.551716299,-4.599119164,-6.027133504,-10.98453779,4.289230806,-0.717295297,-1.398624197
7/1/2020,-0.819819136,-7.000078632,-1.34117458,-5.255336098,-8.114459356,-10.44703301,-1.129634861,-1.541963609,-5.19025839,-9.601465324
8/1/2020,6.376527118,11.71124719,12.33933902,13.07475859,22.60727914,22.425297,8.353000112,31.35433655,12.29662803,21.53614109
9/1/2020,16.34793421,12.40567225,7.265684406,9.556717902,11.03754977,2.632050832,3.087686664,12.74769071,9.004010474,-7.122750929
10/1/2020,22.77271105,-1.439243553,14.59969081,3.579717386,1.777204806,-6.251998832,2.517533834,-0.248214813,-0.830022124,-6.947237281
11/1/2020,15.67522769,15.62166289,15.01727046,13.38910481,10.24891719,17.69297217,20.52966384,4.161532408,0.184331849,20.13245039
12/1/2020,21.23723147,27.62281207,15.49522754,12.24064429,2.469584951,22.39138496,14.8993444,10.03141949,0.553095212,30.22808719
1/1/2021,-3.116356277,-15.46784599,-5.708673572,2.85748202,10.9807201,8.855629753,-15.17686207,4.658589428,-4.753767459,50.20919438
2/1/2021,19.86357127,8.033041136,15.2508554,16.47544955,1.71836996,27.91722433,18.6941497,1.891767647,1.927613306,-10.82887754
3/1/2021,-7.577409601,5.830029136,2.59754864,1.791940701,-4.004210592,-3.478836251,3.174700332,-6.674161055,-6.302009193,19.15651157
4/1/2021,-3.128185039,-0.649455583,21.62818949,7.525055672,8.281266374,-16.56448117,-11.33299464,6.465354655,-5.107166964,-7.280504037
5/1/2021,17.60686342,26.65537206,20.80900731,22.47887959,-1.716941179,12.96024639,-0.500890436,-1.258718186,-3.261836849,3.83188643
6/1/2021,-6.105707482,26.38338851,-2.303569894,13.1720188,9.299754416,0.913760283,5.380383258,5.150158503,-0.110412408,62.17346278
7/1/2021,-0.195200047,-6.571446002,-8.50718284,-10.53575136,7.659785963,-19.23738926,-12.40547637,-3.537059036,-4.873556387,4.474430565
8/1/2021,30.98962802,13.19637459,4.141548713,-3.521713007,1.654252809,6.917321886,19.74827282,-1.599660865,1.499250683,64.43570164
9/1/2021,-11.8502534,-4.879325722,7.04797984,-0.179487627,14.09503767,15.89151774,-7.105436856,-3.821205079,4.198812765,43.65097298
10/1/2021,49.58768634,-3.724271477,7.640089809,2.307058347,2.777319651,20.7229675,4.41454006,2.434267212,1.220420322,8.773891431
11/1/2021,29.69703668,24.89851062,-15.40051767,1.739287993,5.55045409,-3.07697469,10.76284805,19.38814656,-3.477323472,-25.61834054
12/1/2021,34.47804492,-6.280762861,-5.350124718,-0.345145706,-2.182750582,8.624229603,5.557153908,2.348873291,-1.380047843,-1.825344031
1/1/2022,-27.29679225,-20.27483554,-9.487956479,15.36530649,-2.53402251,2.826720744,-16.32000196,-21.25787528,-2.237253414,-26.34174505
2/1/2022,15.57017077,1.336931159,11.19734672,2.055921348,2.607854944,13.47586699,2.690896796,3.29450974,-5.822430084,21.48904096
3/1/2022,7.286176234,-9.903744255,-4.551021225,-4.306288592,6.958012804,-2.026106349,6.010062569,-0.463580255,3.139649371,23.30391791
4/1/2022,-35.28215268,-25.02663709,-4.072827181,-10.04826613,2.304124598,-33.92860152,-23.36158836,-38.36097879,-8.645279856,-30.75722309
5/1/2022,-7.339831411,-11.14496759,-22.14130061,-7.127297299,-2.924237923,12.05193609,-8.22365053,-2.790422559,-3.426524573,-7.731824778
6/1/2022,-53.4277125,-16.18962105,-16.35316018,-13.68816244,-0.670938778,-32.1735691,6.364780759,-34.75237305,0.694147293,10.66458629
7/1/2022,27.75887088,25.62524258,-3.653007246,5.818761887,-15.88203191,1.494975079,-3.54774911,25.12831399,4.209706402,-1.455629777
8/1/2022,-0.786373646,0,6.743939,10.53588244,19.31919053,30.10920363,1.379305341,-3.8513522,3.641080568,-1.477131732
9/1/2022,-24.64391139,-6.326524204,-8.149488413,-17.1850574,-14.51837288,-4.445176257,-11.91528425,-1.392452949,-4.330259095,-19.30936538
10/1/2022,-51.75824062,-17.82433104,-30.35269327,-12.21615408,-21.53747228,-14.07725539,-18.97540412,-29.16522436,8.226855948,-28.64794265
11/1/2022,-11.35546995,6.834137122,16.18794611,-1.709713307,-15.70605484,-8.489944379,3.735280013,-2.2181478,5.333461998,-10.00328526
12/1/2022,-9.975040277,-9.303416649,-2.198275938,-1.739453716,-2.758295415,12.19935682,10.91963742,10.05947944,-6.666769218,21.78158882
1/1/2023,20.19413437,25.25469511,20.52076204,13.38986432,8.058813852,16.25189295,1.709649064,23.63399117,1.305966888,0.426439879
2/1/2023,-25.95111955,-10.44823763,-9.984588248,-12.51635539,-15.05862627,0.947874395,-1.022428683,-12.92953413,-2.097254383,-26.44089065
3/1/2023,0,11.63158073,3.922219392,5.635513749,-3.692655483,-4.338029563,-1.379196178,5.820594849,-1.466922687,2.949421875
4/1/2023,32.58338384,-2.18027288,4.005106318,1.090100826,1.67274819,3.151776032,16.59828907,-6.077598331,-6.095851385,14.13051886
5/1/2023,13.25282158,8.265832276,-2.100476408,0.809199579,0,14.42139868,-2.682127991,8.741873954,-5.732938846,7.21032939
6/1/2023,-1.415117955,5.632610781,20.98482767,10.74657775,9.947630789,1.232048439,0.692158879,9.292797439,7.1504055,9.53101798
7/1/2023,21.11959779,8.996918667,7.54753531,7.058701987,22.48248633,6.708629322,4.831857727,21.1081409,9.403389854,-0.79365496
8/1/2023,9.705690514,5.986194587,-2.150798598,-1.873908986,0.18564884,-2.70809586,1.869213301,11.54266837,2.990145426,-4.89893872
9/1/2023,-13.2285597,-6.801353367,-4.824609099,0,-2.256610946,1.169603976,-10.05709068,-17.95970126,-4.737855374,10.32662741
10/1/2023,-21.71852417,-22.47823451,-13.40746687,-7.869058862,-33.30441822,-9.124867147,-11.9490978,-23.98390545,-8.725895281,-45.57658466
11/1/2023,20.11206392,18.13003746,14.35366036,4.011912078,2.097988298,17.30786897,1.526747213,17.7949836,-0.886295444,24.66740487
12/1/2023,7.973122971,15.63460704,5.13863031,4.664867396,10.59023104,1.065729447,0,8.445070372,1.034749079,5.870760083
1/1/2024,1.299925454,10.92422537,-0.718063611,15.37630888,5.010921046,-2.685926905,1.503787736,3.379272196,-0.891021984,0
2/1/2024,0.735297431,5.327246661,11.07496381,10.46718776,2.63274896,11.47536483,-0.749067173,-4.601915163,7.197076993,4.292504472
3/1/2024,16.50797504,5.397306374,-2.449037485,5.04664434,10.07969287,4.585783704,-7.006756262,4.408847969,-5.021208879,0
4/1/2024,-14.69304319,-8.670325805,-6.310633508,-13.24065325,7.172827644,-8.378488896,-12.89336834,-14.0836395,-3.922071315,-11.5684399
5/1/2024,-0.18001805,6.442298766,10.23270482,-0.094208483,14.71099079,6.19090166,7.509045136,3.765979723,0.613498857,39.91559389
6/1/2024,-4.42060925,-9.635058219,-1.054491318,2.047853134,-1.113964619,-9.436276145,0.424629088,-11.80143635,0.152788418,17.11838124
7/1/2024,-8.239953177,-3.298068073,-3.964483135,9.449084342,2.218791498,-3.894297395,8.91277799,-0.825314176,8.904493133,-9.211528891
